0	-3.5	-2.5
1	-3.5	-1.5
2	-3.5	-0.5
3	-3.5	0.5
4	-3.5	1.5
5	-2.5	-4.5
6	-2.5	-3.5
7	-2.5	-2.5
8	-2.5	-1.5
9	-2.5	-0.5
10	-2.5	0.5
11	-2.5	1.5
12	-2.5	2.5
13	-1.5	-4.5
14	-1.5	-3.5
15	-1.5	-2.5
16	-1.5	-1.5
17	-1.5	-0.5
18	-1.5	0.5
19	-1.5	1.5
20	-1.5	2.5
21	-0.5	-4.5
22	-0.5	-3.5
23	-0.5	-2.5
24	-0.5	-1.5
25	-0.5	-0.5
26	-0.5	0.5
27	-0.5	1.5
28	-0.5	2.5
29	-0.5	3.5
30	0.5	-4.5
31	0.5	-3.5
32	0.5	-2.5
33	0.5	-1.5
34	0.5	-0.5
35	0.5	0.5
36	0.5	1.5
37	0.5	2.5
38	0.5	3.5
39	1.5	-4.5
40	1.5	-3.5
41	1.5	-2.5
42	1.5	-1.5
43	1.5	-0.5
44	1.5	0.5
45	1.5	1.5
46	1.5	2.5
47	1.5	3.5
48	2.5	-1.5
49	2.5	-0.5
50	2.5	0.5
51	2.5	1.5
52	2.5	2.5
53	2.5	3.5
54	3.5	0.5
55	3.5	1.5
56	3.5	2.5
57	3.5	3.5
